,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Founded,Type_of_ownership,Sector,Revenue
291,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance,$5 to $10 billion (USD)
292,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),3.9,"Genentech
3.9","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD)
293,Sr. Data Analyst,$60K-$102K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
294,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),3.0,"Tempus Labs
3.0","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
295,Program/Data Analyst,$55K-$99K (Glassdoor est.),3.4,"General Dynamics Information Technology
3.4","Washington, DC",10000+ employees,1996,Subsidiary or Business Segment,Information Technology,$10+ billion (USD)
296,Data Engineer,$67K-$117K (Glassdoor est.),4.1,"ManTech
4.1","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Business Services,$1 to $2 billion (USD)
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
298,"Principal Data Engineer, Data Platform & Insights",$116K-$209K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Information Technology,$2 to $5 billion (USD)
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Business Services,$500 million to $1 billion (USD)
300,Data Operations Lead,Employer Provided Salary:$85K-$90K,-1.0,Muso,"San Francisco, CA",201 to 500 employees,-1,Nonprofit Organization,-1,Unknown / Non-Applicable
301,Big Data Engineer,$62K-$119K (Glassdoor est.),4.4,"SpringML
4.4","Indianapolis, IN",1 to 50 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
302,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
303,Data Scientist,$93K-$149K (Glassdoor est.),3.8,"Juniper Networks
3.8","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications,$2 to $5 billion (USD)
304,Senior Data Scientist,$84K-$136K (Glassdoor est.),2.2,"The Integer Group
2.2","Dallas, TX",501 to 1000 employees,1993,Subsidiary or Business Segment,Business Services,$50 to $100 million (USD)
305,PV Scientist,$60K-$123K (Glassdoor est.),2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable
306,Clinical Data Analyst,$52K-$89K (Glassdoor est.),4.1,"ManTech
4.1","Portsmouth, VA",5001 to 10000 employees,1968,Company - Public,Business Services,$1 to $2 billion (USD)
307,Data Engineer,$48K-$93K (Glassdoor est.),3.7,"P2 Energy Solutions
3.7","Lafayette, LA",501 to 1000 employees,-1,Company - Private,Information Technology,Unknown / Non-Applicable
308,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
309,Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
310,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD)
311,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA",1001 to 5000 employees,1969,Company - Private,Information Technology,$1 to $2 billion (USD)
312,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
313,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
314,Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA",201 to 500 employees,2008,Company - Private,Business Services,Unknown / Non-Applicable
315,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications,$50 to $100 million (USD)
316,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Information Technology,$5 to $10 million (USD)
317,Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA",1 to 50 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
318,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX",501 to 1000 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
319,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC",1001 to 5000 employees,2007,Company - Private,Business Services,Unknown / Non-Applicable
320,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance,Unknown / Non-Applicable
321,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA",51 to 200 employees,1998,Company - Private,Business Services,Unknown / Non-Applicable
322,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,"Citadel Federal Credit Union
3.9","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Finance,Unknown / Non-Applicable
323,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
324,Data Analyst,$50K-$92K (Glassdoor est.),3.7,"CALIBRE Systems
3.7","Alexandria, VA",501 to 1000 employees,1989,Company - Private,Information Technology,$100 to $500 million (USD)
325,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
326,Data Scientist,$82K-$132K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Information Technology,$1 to $2 billion (USD)
327,Data Scientist,$85K-$140K (Glassdoor est.),4.7,"New England Biolabs
4.7","Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
328,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007,Company - Private,Information Technology,$10 to $25 million (USD)
329,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,"Motorola Solutions
3.7","Chicago, IL",10000+ employees,1928,Company - Public,Information Technology,$5 to $10 billion (USD)
330,Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA",51 to 200 employees,2010,Company - Private,Information Technology,$50 to $100 million (USD)
331,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
332,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
333,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,"Infosys
3.0","Hartford, CT",10000+ employees,1981,Company - Public,Information Technology,$10+ billion (USD)
334,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care,Unknown / Non-Applicable
335,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 to 5000 employees,1986,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
336,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
337,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 to 5000 employees,1977,Hospital,Health Care,$50 to $100 million (USD)
338,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS",501 to 1000 employees,1973,Company - Public,Finance,$500 million to $1 billion (USD)
339,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 to 1000 employees,-1,Company - Private,Manufacturing,$100 to $500 million (USD)
340,Data Engineer,$43K-$86K (Glassdoor est.),3.2,"Guidepoint
3.2","New York, NY",501 to 1000 employees,2003,Company - Private,Business Services,Unknown / Non-Applicable
341,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,$25 to $50 million (USD)
342,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
343,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
344,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 to 500 employees,2008,Company - Private,Business Services,$50 to $100 million (USD)
345,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,"Vail Health
3.7","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care,$100 to $500 million (USD)
346,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care,$500 million to $1 billion (USD)
347,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ employees,1958,Company - Private,Retail,$10+ billion (USD)
348,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA",51 to 200 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
349,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,"AstraZeneca
3.9","New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
350,Data Engineer,$74K-$124K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance,$500 million to $1 billion (USD)
351,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Manufacturing,Unknown / Non-Applicable
352,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,"MathWorks
4.4","Natick, MA",1001 to 5000 employees,1984,Company - Private,Information Technology,$1 to $2 billion (USD)
353,Data Engineer,$76K-$142K (Glassdoor est.),3.4,"MetroStar Systems
3.4","Rockville, MD",201 to 500 employees,1999,Company - Private,Information Technology,$25 to $50 million (USD)
354,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
355,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,"Audentes Therapeutics
2.9","South San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Unknown / Non-Applicable
356,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD)
357,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD)
358,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
359,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,"National Interstate
3.3","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance,$500 million to $1 billion (USD)
360,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,"Moser Consulting
4.5","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Business Services,$25 to $50 million (USD)
361,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,"TransUnion
3.9","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Finance,$1 to $2 billion (USD)
362,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,"MITRE
3.2","Hampton, VA",5001 to 10000 employees,1958,Nonprofit Organization,Government,$1 to $2 billion (USD)
363,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,"Mcphail Associates
3.3","Cambridge, MA",1 to 50 employees,1976,Company - Private,"Construction, Repair & Maintenance",Unknown / Non-Applicable
364,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
365,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,$50 to $100 million (USD)
366,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA",51 to 200 employees,2011,Company - Private,Information Technology,$25 to $50 million (USD)
367,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
368,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
369,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance,$100 to $500 million (USD)
370,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,Kronos Bio,"Cambridge, MA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable
371,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
372,Data Scientist,$68K-$114K (Glassdoor est.),3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable
373,Data Scientist,Employer Provided Salary:$150K-$160K,5.0,"BPA Services
5.0","Washington, DC",Unknown,-1,Company - Private,Information Technology,Unknown / Non-Applicable
374,"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
375,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4.0,"Pfizer
4.0","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
376,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,"Associated Banc-Corp
3.8","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Finance,$1 to $2 billion (USD)
377,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009,Company - Private,Finance,$50 to $100 million (USD)
378,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD)
379,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,"Genesys
4.3","Durham, NC",5001 to 10000 employees,1990,Company - Private,Information Technology,$1 to $2 billion (USD)
380,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,"Moda Operandi
1.9","New York, NY",201 to 500 employees,2010,Company - Private,Retail,$100 to $500 million (USD)
381,Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
382,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,"QK
4.7","Clovis, CA",51 to 200 employees,1972,Company - Private,Business Services,$10 to $25 million (USD)
383,"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,"Santander
3.1","Boston, MA",10000+ employees,1856,Company - Private,Finance,$10+ billion (USD)
384,Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,"Tivity Health
3.4","Chandler, AZ",501 to 1000 employees,1981,Company - Public,Health Care,Unknown / Non-Applicable
385,Data Engineer,$61K-$109K (Glassdoor est.),4.4,"BRMi
4.4","Chantilly, VA",51 to 200 employees,2004,Company - Private,Information Technology,Unknown / Non-Applicable
386,Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,"Luminar Technologies
3.9","Orlando, FL",201 to 500 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
387,Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.
3.9","Chicago, IL",501 to 1000 employees,1995,Company - Private,Information Technology,$100 to $500 million (USD)
388,"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),4.7,"Veterans United Home Loans
4.7","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Finance,Unknown / Non-Applicable
389,Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX",51 to 200 employees,2010,Company - Private,Business Services,$10 to $25 million (USD)
390,Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),3.4,"PA Consulting
3.4","Boston, MA",1001 to 5000 employees,1943,Company - Private,Business Services,$100 to $500 million (USD)
391,"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,$50 to $100 million (USD)
392,Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD)
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
394,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation & Logistics,$2 to $5 billion (USD)
395,Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4.0,"Glassdoor
4.0","San Francisco, CA",1001 to 5000 employees,2007,Company - Private,Information Technology,Unknown / Non-Applicable
396,Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Information Technology,$1 to $2 billion (USD)
397,Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH",10000+ employees,1978,Company - Public,Insurance,$5 to $10 billion (USD)
398,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL",10000+ employees,1925,Company - Public,Manufacturing,$10+ billion (USD)
399,Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,$2 to $5 billion (USD)
400,Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance,$100 to $500 million (USD)
401,Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
402,Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Finance,$100 to $500 million (USD)
403,"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable
404,"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,-1.0,Kronos Bio,"Cambridge, MA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable
405,Data Analyst Senior,$48K-$85K (Glassdoor est.),3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance,$5 to $10 billion (USD)
406,Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA",51 to 200 employees,2006,Company - Private,Business Services,$1 to $5 million (USD)
407,Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
408,Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE",10000+ employees,1996,Nonprofit Organization,Health Care,$10+ billion (USD)
409,"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN",5001 to 10000 employees,2000,Company - Public,Finance,$2 to $5 billion (USD)
410,"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Business Services,$500 million to $1 billion (USD)
412,Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX",501 to 1000 employees,-1,College / University,Education,Unknown / Non-Applicable
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
414,Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL",10000+ employees,1922,Company - Public,Aerospace & Defense,$10+ billion (USD)
415,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC",1001 to 5000 employees,1958,Nonprofit Organization,Business Services,$500 million to $1 billion (USD)
416,Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Business Services,Unknown / Non-Applicable
417,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,$100 to $500 million (USD)
418,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA",51 to 200 employees,2008,Company - Public,Information Technology,$10 to $25 million (USD)
419,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007,Company - Private,Information Technology,$10 to $25 million (USD)
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD)
421,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
422,Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
423,Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO",51 to 200 employees,2016,Company - Private,Information Technology,Unknown / Non-Applicable
424,Data Scientist,$75K-$127K (Glassdoor est.),5.0,"Royce Geospatial
5.0","Springfield, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,$10 to $25 million (USD)
425,Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
426,Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
427,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD)
428,Data Scientist,$94K-$139K (Glassdoor est.),3.6,"Citi
3.6","Jersey City, NJ",10000+ employees,1812,Company - Public,Finance,$10+ billion (USD)
429,Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Information Technology,Unknown / Non-Applicable
